,Compound,Date,Negative,Neutral,Positive,Source,Text
0,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Utah trooper hit by skidding car https://t.co/sgr0ZHWwX3
1,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Kim in Beijing: Why Xi's still the one he needs to see https://t.co/PefHB8UprZ
2,0.128,03/28/2018,0.544,0.211,0.245,@BBCworld,Trèbes attack: Paris ceremony for hero policeman Arnaud Beltrame https://t.co/6naeoAd4HT
3,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"Australia's indigenous languages have one source, study says https://t.co/7QoMFrTeBU"
4,0.0,03/28/2018,0.645,0.177,0.177,@BBCworld,Tesla and Nvidia shares fall amid driverless car doubts https://t.co/ZvAPiF6wgd
5,0.5719,03/28/2018,0.73,0.0,0.27,@BBCworld,Canada teen wins $1000 a week for life on 18th birthday https://t.co/NeTuIPmXby
6,-0.7783,03/28/2018,0.473,0.527,0.0,@BBCworld,Alton Sterling: No charges in 2016 fatal police shooting https://t.co/ahSn5LVRLc
7,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,N Korea's Kim Jong-un visits China's Xi https://t.co/SEc2LT35DA
8,0.4019,03/28/2018,0.881,0.0,0.119,@BBCworld,"RT @BBCNewsAsia: Definitely not something you see every day. 🐘

A video of a 'smoking' wild elephant in India is baffling scientists and wi…"
9,-0.4019,03/28/2018,0.891,0.109,0.0,@BBCworld,"RT @BBCNewsAsia: Vietnamese singer and activist Mai Khoi has been detained in Hanoi on her return home from a European tour.

She was held…"
10,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Letter from Africa: Will age be a factor in Zimbabwe's poll? https://t.co/4UunbFffbZ
11,-0.0772,03/28/2018,0.822,0.178,0.0,@BBCworld,The world's toughest place to study? https://t.co/JdkkQo8XtQ
12,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Can the ad industry persuade us to eat more vegetables? https://t.co/Jtss2hwwHd
13,0.2732,03/28/2018,0.792,0.0,0.208,@BBCworld,5 pop songs you didn't know were about God https://t.co/lL4RlGDqWc
14,0.4404,03/28/2018,0.804,0.0,0.196,@BBCworld,Kim Jong-un's Beijing visit is considered a significant step in North Korea's preparation for talks agreed in princ… https://t.co/eD7Xv8h709
15,0.5859,03/28/2018,0.817,0.0,0.183,@BBCworld,"@BBCBreaking North Korea's leader Kim Jong-un has visited Beijing and held ""successful talks"" with Chinese leader X… https://t.co/bvNkLb8m89"
16,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,China confirms Kim Jong-un visit https://t.co/eRxfJKgLZc
17,-0.7841,03/28/2018,0.537,0.463,0.0,@BBCworld,Fired Vancouver waiter case: Are the French really rude? https://t.co/ETb72MasiY
18,0.5095,03/28/2018,0.798,0.0,0.202,@BBCworld,RT @BBCDanielS: BBC Exclusive interview with Sergei Skripal’s niece: “I would really like to know how they are” https://t.co/UQHT7fZv2y
19,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"This 'smoking' elephant in India is baffling experts

https://t.co/4oBCX8OR7q https://t.co/5nVKiPNUZF"
20,-0.2516,03/28/2018,0.603,0.229,0.168,@BBCworld,Spy poisoning: 'I would really like to know how they are' https://t.co/6hK6i3Co1S
21,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Brazilian sports reporters tackle on-air groping https://t.co/MOxFd4yreE
22,0.6705,03/28/2018,0.538,0.13,0.332,@BBCworld,"RT @BBCNews: Owl ring-bearer attacks best man at wedding... prompting hoots of laughter 🦉

https://t.co/DjhjEdoYhy https://t.co/2x3bedxedn"
23,-0.25,03/28/2018,0.778,0.222,0.0,@BBCworld,Nearly a million watch cat stuck up pole https://t.co/aw9PbAliF3
24,-0.5106,03/28/2018,0.798,0.202,0.0,@BBCworld,"RT @BBCSport: Australia coach Darren Lehmann denied ball-tampering during the Ashes when questioned at Johannesburg airport by @danroan 

W…"
25,-0.4588,03/28/2018,0.857,0.143,0.0,@BBCworld,"RT @richard_conway: Sanctions announced against the three players within 24 hours by Cricket Australia. 
A nation is incensed, a Prime Mini…"
26,0.7964,03/28/2018,0.664,0.0,0.336,@BBCworld,"I want to apologise to ""kids who love cricket and idolise the players"" - Cricket Australia boss James Sutherland on… https://t.co/evTGNOU23c"
27,0.2023,03/28/2018,0.913,0.0,0.087,@BBCworld,"RT @richard_conway: Smith, Bancroft and Warner said to be only players with knowledge of ball tampering intentions... significant words in…"
28,-0.34,03/28/2018,0.806,0.194,0.0,@BBCworld,Russia fire: Protester spoke on the phone to dying wife https://t.co/YDLIjNDGNg
29,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"RT @bbctms: James Sutherland says only 3 people involved in ball tampering incident. 

Steve Smith, David Warner &amp; Cameron Bancroft. 

""Ser…"
30,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,RT @richard_conway: Full statement from Cricket Australia: https://t.co/GqIh4ynYtE
31,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"Australia ball-tampering: Steve Smith, David Warner, Cameron Bancroft sent home https://t.co/gBTooWUkS4"
32,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"RT @richard_conway: Cricket Australia to conduct review into conduct and culture of team.
Sanctions to be announced within 24 hours."
33,-0.0516,03/28/2018,0.938,0.062,0.0,@BBCworld,"RT @richard_conway: Breaking:
Cricket Australia say Steve Smith, David Warner, Cameron Bancroft to leave South Africa tomorrow.
Head coach…"
34,-0.3182,03/28/2018,0.723,0.277,0.0,@BBCworld,JWST: Hubble 'successor' faces new delay https://t.co/eXx0Vxqfb6
35,-0.296,03/28/2018,0.82,0.18,0.0,@BBCworld,France to lower school starting age from six to three https://t.co/Us998C0PsN
36,-0.4767,03/28/2018,0.721,0.279,0.0,@BBCworld,William Strampel: Michigan supervisor of Larry Nassar arrested https://t.co/1dROZkhAjO
37,-0.5719,03/28/2018,0.701,0.299,0.0,@BBCworld,Kemerovo fire: Who are the victims in the Russia leisure centre blaze? https://t.co/tX0BjbjBtL
38,0.5423,03/28/2018,0.759,0.0,0.241,@BBCworld,"RT @BBC_HaveYourSay: Chicago superior? The phenomenon of the media-savvy slam-dunk nun
https://t.co/p6WqsUEDY7"
39,-0.6808,03/28/2018,0.556,0.444,0.0,@BBCworld,Kemerovo fire damage seen from inside gutted mall https://t.co/O75q4RgqPx
40,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"Twenty million Indians apply for 100,000 railway jobs https://t.co/DzmNwTG5wQ"
41,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,When is a diplomat really just a spy? https://t.co/b8C7t86gI5
42,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Why bear cubs are spending longer with their mothers https://t.co/LabQd7LPk3
43,0.7906,03/28/2018,0.462,0.0,0.538,@BBCworld,US teen author wins Astrid Lindgren prize https://t.co/X7PfD88XPo
44,-0.3182,03/28/2018,0.723,0.277,0.0,@BBCworld,Argentine government mocked over heterosexuality tweet https://t.co/Ve8pBTidUa
45,0.5106,03/28/2018,0.852,0.0,0.148,@BBCworld,".@NATO is reducing the size of the Russian mission to the organisation, in a ""strong message"" to Moscow after Salis… https://t.co/VKb4QKoy1a"
46,-0.7269,03/28/2018,0.496,0.504,0.0,@BBCworld,Kemerovo fire: Crowds direct fury at Putin https://t.co/kfzgKL64BQ
47,-0.3612,03/28/2018,0.688,0.192,0.12,@BBCworld,"RT @BBCNews: ""I was on my own. Just trying to do my best""

Rob Grew - who helped in the aftermath of the Manchester Arena attack last year…"
48,-0.5994,03/28/2018,0.849,0.151,0.0,@BBCworld,"It's 50 years since the death of Yuri Gagarin, the Russian cosmonaut who was the first man to travel into space 👨‍🚀 https://t.co/DB917VJ2Fl"
49,-0.6808,03/28/2018,0.805,0.195,0.0,@BBCworld,"Saying goodbye to 'hell on earth'

After weeks of heavy bombardment thousands of people are being bussed from Easte… https://t.co/2hpW6mVKE2"
50,-0.2023,03/28/2018,0.795,0.205,0.0,@BBCworld,Census 2020: US adds controversial citizenship question https://t.co/NZh16MUPM5
51,-0.743,03/28/2018,0.578,0.422,0.0,@BBCworld,Olivia de Havilland: Acting legend loses court battle over TV drama Feud https://t.co/TjsJ9zIHPc
52,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,This 98-year-old sports mascot nun is captivating Americans https://t.co/C6FSNOZQqi
53,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Uber barred from resuming Arizona self-drive trial https://t.co/YTVM9Z0xbM
54,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Mai Khoi: Vietnam detains activist singer after Europe tour https://t.co/x3ls91zSMd
55,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Stephane Audran: French actress dies at 85 https://t.co/ojweEMIH5N
56,-0.5994,03/28/2018,0.606,0.394,0.0,@BBCworld,Eurovision-style scoring or new Cold War? https://t.co/uDPu5RHrFX
57,0.2023,03/28/2018,0.859,0.0,0.141,@BBCworld,A mountain lion goes for a casual prowl through some homes in California. 🦁 https://t.co/iOXBdnaXRC
58,-0.6705,03/28/2018,0.792,0.208,0.0,@BBCworld,"RT @BBCBreaking: Fire crews were ""out of the loop"" and took two hours to attend after the Manchester Arena attack, a report says https://t.…"
59,0.4939,03/28/2018,0.758,0.0,0.242,@BBCworld,Nelson Mandela's golden hand casts sell for $10m in bitcoin https://t.co/4Pcaukiv2X
60,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"RT @BBC_HaveYourSay: The debate online: Where were you for #BlackLivesMatter?
https://t.co/C8aCx0i91W"
61,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"""Mad"" Mike Hughes flew his home-made rocket to try and 'prove' the earth is flat. 🚀🌎 https://t.co/WSkHpfDAcc"
62,0.4767,03/28/2018,0.744,0.0,0.256,@BBCworld,Porn stars call for respect after spate of deaths https://t.co/fB8VVLFLBj
63,-0.1531,03/28/2018,0.862,0.138,0.0,@BBCworld,Air New Zealand calls for drone legislation after near miss https://t.co/z9xU80ZNdo
64,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Tiangong-1: Chinese space station may hit Earth 'in days' https://t.co/gbl4e9CBvS
65,-0.2023,03/28/2018,0.847,0.153,0.0,@BBCworld,Keith Raniere: Leader of Nxivm group charged with sex trafficking https://t.co/9aDhP2YhUu
66,0.2023,03/28/2018,0.795,0.0,0.205,@BBCworld,Justin Trudeau apologises for Canada Tsilhqot'in hangings https://t.co/dCObSz45ZO
67,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Finding closure in the Falkland Islands https://t.co/WqBmBCN1LU
68,-0.7003,03/28/2018,0.556,0.444,0.0,@BBCworld,Going from slavery to being a millionaire https://t.co/cDww32MCeT
69,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,'Smoking' elephant in India baffles experts https://t.co/ciP6a0gr2z
70,-0.7003,03/28/2018,0.508,0.492,0.0,@BBCworld,Russia Kemerovo fire: Putin cites 'criminal negligence' https://t.co/JcMnGFEUce
71,-0.2023,03/28/2018,0.859,0.141,0.0,@BBCworld,Mummy found in Egyptian coffin that was thought to be empty https://t.co/6pufGA6aHK
72,-0.4588,03/28/2018,0.412,0.345,0.242,@BBCworld,Asia stocks follow US shares up as trade war fears ease https://t.co/jbl00g4Yad
73,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"Scientists in Australia have discovered the remains of a mummy in a 2,500-year-old coffin that was previously class… https://t.co/rThVYjYHr9"
74,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Mountain lion roams California backyards https://t.co/MdK4WoHdHJ
75,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,DR Congo: How one village massacre unfolded https://t.co/p6yOicjleI
76,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Anthony Wong: Hong Kong actor finds brothers after BBC report https://t.co/nKdB4DUm7Z
77,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Flat-Earther launches DIY rocket https://t.co/DUqeiDpE67
78,-0.7964,03/28/2018,0.53,0.47,0.0,@BBCworld,Spy poisoning: Australian PM condemns Russian 'recklessness' in UK https://t.co/KtbpyIfeqB
79,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,RT @BBCNewsAsia: Veteran Hong Kong actor Anthony Wong spent decades looking for the father who left him as child. https://t.co/f2WXL7vvfr…
80,-0.7184,03/28/2018,0.76,0.24,0.0,@BBCworld,"RT @BBCNewsAsia: Young women in South Korea are fighting for a new future. 

The #MeToo movement which has highlighted sexual harassment an…"
81,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"RT @BBCNewsAsia: A train believed to be carrying a senior North Korean official has arrived in Beijing, Japanese media report.

Could it be…"
82,-0.6808,03/28/2018,0.635,0.365,0.0,@BBCworld,Eastern Ghouta: Saying goodbye to 'hell on earth' https://t.co/A0Q5B8v5Zv
83,-0.5994,03/28/2018,0.672,0.328,0.0,@BBCworld,Did Martin Luther King predict his own death? https://t.co/VcEoblW4OY
84,-0.0258,03/28/2018,0.629,0.189,0.182,@BBCworld,Lindi Ortega: 'Music helps me cope with body dysmorphic disorder' https://t.co/IiIj5TsiWg
85,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"Linda Brown, centre of Brown v Board civil rights case, dies https://t.co/MunLzyWxC0"
86,-0.765,03/28/2018,0.577,0.423,0.0,@BBCworld,Cold War: How do Russia tensions compare to Soviet era? https://t.co/baUYyv2YvF
87,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,"Actor Anthony Wong finds family who never knew him, after BBC report https://t.co/74P0yJj51s"
88,-0.296,03/28/2018,0.804,0.196,0.0,@BBCworld,James Packer: Resignation puts focus on 'high-flier' mental health https://t.co/5hytkACnVu
89,-0.5423,03/28/2018,0.72,0.28,0.0,@BBCworld,Brazil's female sports reporters call time on sexual harassment https://t.co/AgJGTDXOiT
90,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,Yuri Gagarin: First man in space https://t.co/TgmvpPgK1N
91,-0.2263,03/28/2018,0.826,0.174,0.0,@BBCworld,DR Congo massacre: 'My daughter was slashed with a machete' https://t.co/78bzi0x7qp
92,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,RT @danroan: Here’s Cricket Australia ball-tampering investigators Iain Roy &amp; Pat Howard arriving at team’s luxury Cape Town hotel where pl…
93,-0.0191,03/28/2018,0.946,0.054,0.0,@BBCworld,"RT @BBCSport: 'It doesn't matter what they achieve in their careers, this Australia team will be remembered for cheating.' 👉 https://t.co/q…"
94,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,'North Korean train' in Beijing fuels rumours of Kim Jong-un visit https://t.co/iOWYdx3eTI
95,-0.4215,03/28/2018,0.763,0.237,0.0,@BBCworld,Stormy Daniels: White House 'strongly' denies Trump's alleged affair https://t.co/zUuenyOO0v
96,0.0,03/28/2018,1.0,0.0,0.0,@BBCworld,RT @BBCJonSopel: More than a Stormy in a tea cup - my blog on the #StormyDanielsInterview on #60 minutes  https://t.co/xGroTNbBCH
97,-0.4588,03/28/2018,0.87,0.13,0.0,@BBCworld,"RT @BBCJamesCook: The White House says the president doesn't believe that Stormy Daniels was threatened. Asked why not, his spokesman repli…"
98,0.0772,03/28/2018,0.579,0.198,0.223,@BBCworld,Kemerovo mall fire: How party turned into nightmare https://t.co/A4fz582Aau
99,-0.6908,03/28/2018,0.63,0.37,0.0,@BBCworld,"Paris murder of woman, 85, investigated as 'anti-Semitic' https://t.co/nWaZHYUKM9"
0,0.3818,03/28/2018,0.729,0.0,0.271,@CNN,Stunning photos capture Egypt's ancient underworld https://t.co/dGrCOQxEex https://t.co/AqKFFSZOCe
1,0.1779,03/28/2018,0.769,0.1,0.131,@CNN,"Heineken has pulled an ad with the tagline ""Sometimes lighter is better"" after critics slammed it as racist.… https://t.co/cJ3fWyLp4y"
2,0.2732,03/28/2018,0.9,0.0,0.1,@CNN,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/1QpomqEwNc"
3,-0.2732,03/28/2018,0.89,0.11,0.0,@CNN,Apple co-founder Steve Jobs warned about privacy issues in tech at a conference in 2010. Facebook's Mark Zuckerberg… https://t.co/z4A3NW8cBb
4,0.806,03/28/2018,0.697,0.0,0.303,@CNN,"""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon… https://t.co/4pvJGbpw9J"
5,-0.4404,03/28/2018,0.854,0.146,0.0,@CNN,"Facebook's stock has plunged 18% amid its data scandal, wiping out nearly $80 billion in market value… https://t.co/qm59i14Pq0"
6,0.0,03/28/2018,1.0,0.0,0.0,@CNN,Democrats may already be 35% of the way to a House majority https://t.co/Ya3cFVnqud | Analysis by Harry Enten https://t.co/PKanQAjkpg
7,-0.34,03/28/2018,0.893,0.107,0.0,@CNN,England's health agency is warning parents to be aware of the signs and symptoms of scarlet fever as infections con… https://t.co/vKJ6QOKqmv
8,-0.4522,03/28/2018,0.865,0.135,0.0,@CNN,Blue states are far more likely to lose money and power over Census citizenship question | Analysis by CNN's Harry… https://t.co/13EWDxnd6X
9,-0.1531,03/28/2018,0.922,0.078,0.0,@CNN,"An Ohio fertility clinic says more than 4,000 eggs and embryos were affected by a freezer malfunction, double the n… https://t.co/0EZ5F2Ua6p"
10,0.5574,03/28/2018,0.753,0.0,0.247,@CNN,"Wall Street bonuses soar 17% to an average of $184,200 https://t.co/qlOQGfehL8 https://t.co/1bw7FWYwwl"
11,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"Waymo and Jaguar unveil a self-driving, electric SUV https://t.co/DTylJKCuML https://t.co/2aD3JXwfGM"
12,0.0,03/28/2018,1.0,0.0,0.0,@CNN,11 reasons (besides the NCAA Final Four) to visit San Antonio https://t.co/1YGqpmrZKz via @CNNTravel https://t.co/Vi45YehYXR
13,0.4939,03/28/2018,0.814,0.0,0.186,@CNN,Former Disney Channel star Caroline Sunshine is joining the White House press team https://t.co/rOYDj2tPs1 https://t.co/xamwbkWP7h
14,-0.296,03/28/2018,0.885,0.115,0.0,@CNN,"Walmart says it will stop selling Cosmopolitan magazine in checkout lines 

The National Center on Sexual Exploitat… https://t.co/oJWSfJKGk2"
15,-0.5574,03/28/2018,0.795,0.205,0.0,@CNN,"Prince had a ""exceedingly high"" concentration of fentanyl in his body when he died https://t.co/xzXGWvrqky https://t.co/5CBfqJYBNs"
16,-0.1531,03/28/2018,0.922,0.078,0.0,@CNN,"An Ohio fertility clinic says more than 4,000 eggs and embryos were affected by a freezer malfunction, double the n… https://t.co/2kUalNEtFo"
17,0.0,03/28/2018,1.0,0.0,0.0,@CNN,President Trump has privately floated the idea of funding construction of a border wall with Mexico through the US… https://t.co/OVJnG1Arkl
18,-0.5267,03/28/2018,0.861,0.139,0.0,@CNN,"Sean Penn, who has done work in Haiti for years, says he felt ""deep hurt"" following the controversy over Pres. Trum… https://t.co/jkTdsZtERk"
19,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"Actor Sean Penn smoked a cigarette during an interview on ""The Late Show With Stephen Colbert,"" and viewers had a s… https://t.co/DYMvSOouIc"
20,0.0,03/28/2018,1.0,0.0,0.0,@CNN,RT @CNNTonight: The White House defends President Trump's silence on allegations leveled against him by Stormy Daniels https://t.co/xPKWwph…
21,-0.7906,03/28/2018,0.708,0.292,0.0,@CNN,"Larry Nassar's former boss at Michigan State University used his power to sexually assault, harass, and solicit nud… https://t.co/X7BiNzGTGV"
22,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"RT @AC360: As his administration doubles down on building a border wall, President Trump suggests the US military may foot the bill https:/…"
23,0.2023,03/28/2018,0.843,0.0,0.157,@CNN,"Progressives, states and civil rights advocates are preparing a flurry of legal challenges to the Trump administrat… https://t.co/COBpw3wtor"
24,-0.5267,03/28/2018,0.805,0.195,0.0,@CNN,How Russian President Vladimir Putin's arrogance handed UK Prime Minister Theresa May a diplomatic coup… https://t.co/Nub4iViDPH
25,0.0258,03/28/2018,0.95,0.0,0.05,@CNN,Is bread crust more nutritious than its inner crumb? The variety you choose may matter more than whether you eat th… https://t.co/clki6ZwPYZ
26,0.2732,03/28/2018,0.905,0.0,0.095,@CNN,"North Korean leader Kim Jong Un met with the China's Xi Jinping during a surprise trip to Beijing this week, state… https://t.co/UHIZDKXeob"
27,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"In Trump's world, once you check in, you rarely check out https://t.co/bHZg0WgmkX https://t.co/uWZA9cEJu8"
28,0.0,03/28/2018,1.0,0.0,0.0,@CNN,The children are Democrats' future | By Jesse Ferguson via @CNNOpinion https://t.co/xBaMfKTzhZ https://t.co/3iFNq6BHav
29,0.0772,03/28/2018,0.936,0.0,0.064,@CNN,FBI Director Christopher Wray said he is doubling the number of FBI personnel tasked with reviewing a large set of… https://t.co/EJynfU7wlW
30,0.2023,03/28/2018,0.748,0.11,0.142,@CNN,"Attorney for brother of slain DNC staffer Seth Rich: Internet activists are spreading lies ""as far and wide"" as the… https://t.co/XUbhZLGXtJ"
31,0.3182,03/28/2018,0.897,0.0,0.103,@CNN,Government ethics lawyers advised Ivanka Trump to make sure to keep her White House role separate as she planned to… https://t.co/eeBfMRZNs5
32,0.4767,03/28/2018,0.693,0.0,0.307,@CNN,Michael Cohen — President Trump's loyal fixer https://t.co/I3QjtsNaAZ https://t.co/vEdKQK669d
33,-0.2924,03/28/2018,0.873,0.127,0.0,@CNN,Is the White House Counsel's Office looking into Jared Kushner? The answer isn't clear. https://t.co/lbQxxFZlPX https://t.co/Fdas6E1nO6
34,-0.5267,03/28/2018,0.815,0.185,0.0,@CNN,"RT @AC360: Seth Rich's brother sues right-wing activists, Washington Times over conspiracy theories: @GaryTuchmanCNN reports https://t.co/1…"
35,0.2846,03/28/2018,0.893,0.0,0.107,@CNN,"Keeping Them Honest: The President sees himself as a “counter-puncher,” but when it comes to Stormy Daniels, all we… https://t.co/i7sXcnh0mI"
36,0.0,03/28/2018,1.0,0.0,0.0,@CNN,The US needs to borrow almost $300 billion this week https://t.co/ZYuVjMl9H5 https://t.co/xqpI8iWojN
37,0.0,03/28/2018,1.0,0.0,0.0,@CNN,China raised eyebrows this month by announcing it will give the Economic Community of West African States a $31.6 m… https://t.co/dgRkS4pNdV
38,0.0,03/28/2018,1.0,0.0,0.0,@CNN,RT @AC360: China confirms: Kim Jong Un made a visit to Beijing https://t.co/mCREpkhOLd https://t.co/qoCsm4ZYzD
39,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"Former President George W. Bush may have retired his political penny loafers, but his dancing shoes? Those haven't… https://t.co/K4DjLuftKI"
40,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"""Tonight, the President, still uncharacteristically silent."" With the news dominated by stories of alleged affairs… https://t.co/ywrY4xrHbh"
41,-0.8266,03/28/2018,0.662,0.338,0.0,@CNN,"After spending 23 years in prison for a crime he didn't commit, Nevest Coleman is back working as a groundskeeper f… https://t.co/3wnuYj9ZXQ"
42,0.0,03/28/2018,1.0,0.0,0.0,@CNN,North Atlantic right whales may be on edge of extinction. There's been zero births this year.… https://t.co/wkHa5e2fwD
43,0.2732,03/28/2018,0.792,0.0,0.208,@CNN,Presidential misspellings create a spike in dictionary searches https://t.co/clvvRb4A5j https://t.co/jChXBtd8qI
44,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"President Trump has appointed to his cabinet several people who've served as conservative TV pundits, many on Fox N… https://t.co/ENk3znOZj5"
45,0.2732,03/28/2018,0.9,0.0,0.1,@CNN,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/l7yBatqodJ"
46,0.3612,03/28/2018,0.737,0.097,0.166,@CNN,The brother of slain Democratic National Committee staffer Seth Rich is suing right-wing activists and the Washingt… https://t.co/R4cs9PSQVQ
47,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"Cops in Tempe, Arizona, now have AR-15s strapped to the back of their motorcycles https://t.co/olcEquajNB https://t.co/xGVdtixqVC"
48,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"RT @OutFrontCNN: ""Tonight, the President, still uncharacteristically silent."" - Amid a news cycle dominated by stories of alleged affairs w…"
49,0.0,03/28/2018,1.0,0.0,0.0,@CNN,Three members of the Australian cricket team will be sent home from Johannesburg after admitting during a post-matc… https://t.co/1UMvm0nLLv
50,0.3818,03/28/2018,0.729,0.0,0.271,@CNN,Stunning photos capture Egypt's ancient underworld https://t.co/bW90Z7OZ7o https://t.co/8abhSDTKEu
51,0.2732,03/28/2018,0.9,0.0,0.1,@CNN,"JUST IN: North Korea leader Kim Jong Un made a surprise two-day trip to Beijing, Chinese state media has confirmed… https://t.co/IW7YZvzjLR"
52,0.1779,03/28/2018,0.769,0.1,0.131,@CNN,"Heineken has pulled an ad with the tagline ""Sometimes lighter is better"" after critics slammed it as racist.… https://t.co/8LXiHLTqQH"
53,-0.7096,03/28/2018,0.67,0.33,0.0,@CNN,A new NYPD internal investigation criticizes the way the department handles sexual assaults https://t.co/UALy5XvuiA https://t.co/TNF0zTBLjm
54,0.806,03/28/2018,0.697,0.0,0.303,@CNN,"""They didn't have to kill him like that. They didn't have to shoot him that many times."" The grandmother of Stephon… https://t.co/WqdgsJQJs6"
55,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"Veterans Affairs Secretary David Shulkin appears to be on thin ice with the White House, but some major veterans gr… https://t.co/Tz47JBpTW1"
56,0.2732,03/28/2018,0.9,0.0,0.1,@CNN,"Former President Barack Obama says he aspires to create ""a million young Barack Obamas or Michelle Obamas"" who will… https://t.co/Dk8k01daZO"
57,0.4939,03/28/2018,0.814,0.0,0.186,@CNN,Former Disney Channel star Caroline Sunshine is joining the White House press team https://t.co/3kRTmq4lYC https://t.co/EyFCp1K3v3
58,-0.3182,03/28/2018,0.881,0.119,0.0,@CNN,"""The widespread prevalence of endometriosis — and the lack of any long-term treatment options — is nothing short of… https://t.co/qygfw6aVFD"
59,0.5106,03/28/2018,0.864,0.0,0.136,@CNN,"RT @CNNSitRoom: An official with deep knowledge of North Korea told CNN there was a ""strong possibility"" that North Korean leader Kim Jong…"
60,0.0,03/28/2018,1.0,0.0,0.0,@CNN,Uber's self-driving permit in California goes until March 31 -- and the company said it will let the permit expire… https://t.co/sJWdSR2uTu
61,-0.296,03/28/2018,0.879,0.121,0.0,@CNN,"RT @CNNOpinion: Learn from the Holocaust and stop the massacre in Syria, write @EvaMozesKor and @MhdAGhanem https://t.co/urdH6TeosD"
62,0.0,03/28/2018,1.0,0.0,0.0,@CNN,"The CEO of Waymo, the driverless car division of Google parent company Alphabet, said his company's driverless cars… https://t.co/BSqPEppylZ"
63,-0.296,03/28/2018,0.833,0.167,0.0,@CNN,Some Aetna customers could see lower drug prices next year https://t.co/lYDhNfdyxU https://t.co/WFnbBn5HhA
64,-0.4215,03/28/2018,0.733,0.194,0.073,@CNN,"Don't be an April fool and miss out on what's streaming on Netflix, Hulu and Amazon Prime next month https://t.co/sf2jB37GxA"
65,-0.5267,03/28/2018,0.848,0.152,0.0,@CNN,An appeals court said Google violated copyright laws when it used Oracle's open-source Java software to build the A… https://t.co/MEw6qBehlk
66,0.0,03/28/2018,1.0,0.0,0.0,@CNN,Researchers have detailed the structure and distribution of spaces in your body that they say represent a newfound… https://t.co/QAaCP21k8T
67,0.0,03/28/2018,1.0,0.0,0.0,@CNN,The NFL and Nike just announced that they would be extending their partnership for another eight years https://t.co/bAROWhKLHg
68,-0.4767,03/28/2018,0.846,0.154,0.0,@CNN,"Six days after a ransomware attack shut down the City of Atlanta's online systems, officials are telling employees… https://t.co/okyUlZFUM5"
69,-0.296,03/28/2018,0.872,0.128,0.0,@CNN,The census has always been a weapon of political power | Analysis by CNN's Gregory Krieg https://t.co/2eHizX8TE7 https://t.co/Cr6gCfy237
